attendance_percentage,midterm_score,historical_gpa,study_hours_per_week,subject_difficulty_score,ca_avg,rule_risk_score,final_score,pass_fail
79.28,69.41,2.42,17.6,0.791,60.55,0.293,66.1,1
91.86,63.35,3.19,24.0,0.898,57.055,0.2713449999999999,59.51,0
80.42,77.18,2.78,27.3,0.796,73.265,0.2269849999999999,76.73,1
68.98,75.43,3.35,23.4,0.601,78.245,0.263055,74.97,1
89.29,69.53,3.2,29.9,0.597,65.75,0.2369999999999999,69.0,1
98.77,87.87,3.76,32.2,0.5549999999999999,81.35,0.09726,78.63,1
78.45,75.77,3.75,21.4,0.76,78.09,0.22462,72.41,1
92.31,64.73,3.54,24.7,0.136,71.855,0.2210049999999999,74.36,1
73.3,45.16,2.0,23.2,0.956,39.885000000000005,0.451665,49.86,0
66.31,72.68,3.3,27.6,0.961,64.00999999999999,0.32469,65.54,1
91.3,70.01,2.94,25.9,0.817,68.17,0.2202599999999999,72.28,1
88.96,57.89,3.18,20.5,0.7849999999999999,67.11500000000001,0.269145,65.75,1
79.03,59.14,3.1,15.6,0.826,55.955,0.338595,53.87,0
78.47,58.16,2.85,14.9,0.271,60.025,0.331565,56.89,0
84.57,86.76,3.6,27.7,0.44,82.435,0.154135,81.89,1
97.5,59.41,2.29,20.4,0.651,61.435,0.247465,60.16,1
79.79,49.03,2.5,22.5,0.308,61.89,0.3480799999999999,65.88,1
81.74,54.87,2.0,13.2,0.764,56.24,0.33971,63.54,1
81.39,58.29,2.46,20.1,0.8,59.86,0.31999,60.66,1
67.44,82.78,4.0,24.5,0.266,79.25999999999999,0.24412,75.66,1
82.51,60.32,2.74,26.8,0.851,64.095,0.296715,65.75,1
66.32,75.6,3.19,24.5,0.623,65.755,0.310655,69.71,1
98.63,39.47,2.0,22.0,0.182,47.365,0.344975,57.57,0
77.09,61.45,2.32,20.5,0.624,64.155,0.3148249999999999,67.02,1
69.72,45.73,2.39,24.5,0.3279999999999999,44.835,0.4494249999999999,52.68,0
80.2,73.6,3.32,19.2,0.517,69.46000000000001,0.2500199999999999,72.96,1
91.67,54.66,2.97,17.8,0.986,53.265,0.309545,56.98,0
69.67,58.47,3.68,21.3,0.454,59.620000000000005,0.36705,62.27,1
99.0,84.7,3.95,23.4,0.107,83.735,0.0986949999999999,86.0,1
82.26,55.51,2.68,21.3,0.7969999999999999,67.775,0.3011049999999999,63.07,1
97.37,83.4,4.0,31.8,0.3419999999999999,83.32,0.1103599999999999,87.97875000000002,1
83.09,64.52,3.14,30.9,0.763,77.49000000000001,0.2416099999999999,65.71,1
73.58,89.2,3.54,32.3,0.395,89.66499999999999,0.169085,84.09,1
92.37,69.92,2.77,19.3,0.941,69.68,0.2117199999999999,68.0,1
72.35,68.15,3.24,26.5,0.419,62.995000000000005,0.317165,65.42,1
84.28,66.89,3.31,26.9,0.8789999999999999,77.325,0.230235,70.31,1
98.45,69.99,3.22,27.3,0.926,82.63499999999999,0.148325,78.84,1
65.26,46.01,2.54,23.7,0.8859999999999999,49.88,0.4512899999999999,47.28,0
66.73,64.93,3.48,21.9,0.752,65.145,0.3428549999999999,63.66,1
95.95,67.94,2.04,24.3,0.523,65.86,0.2147999999999999,72.57,1
90.09,69.22,3.46,18.1,0.625,66.595,0.2321949999999999,69.74,1
88.7,65.07,2.85,19.6,0.319,64.625,0.256115,73.22,1
85.41,89.57,3.86,33.0,0.884,84.69999999999999,0.13555,80.07,1
95.7,68.17,3.33,23.8,0.73,75.675,0.1856649999999999,70.78,1
95.01,73.27,2.87,28.6,0.836,75.145,0.1747149999999999,69.04,1
68.22,70.42,2.25,28.7,0.5690000000000001,60.02,0.3358,66.3,1
68.43,67.89,2.49,14.7,0.949,56.935,0.3518049999999999,52.6,0
80.41,47.75,2.02,19.9,0.428,47.105,0.393795,54.87,0
79.92,64.07,2.97,21.8,0.2009999999999999,61.465,0.303715,68.2,1
96.01,55.66,2.34,16.9,0.6980000000000001,57.205,0.277365,60.5,1
87.75,87.19,3.85,21.9,0.185,81.035,0.144325,82.2,1
76.86,56.66,2.83,25.1,0.99,64.15,0.33013,65.83,1
81.12,78.18,3.4,28.0,0.8720000000000001,71.825,0.2255049999999999,68.23,1
81.39,66.83,3.06,28.8,0.686,62.695,0.285865,67.48,1
85.22,56.89,2.42,22.1,0.41,51.785,0.333095,55.82,0
73.76,61.14,2.64,27.5,0.734,65.46000000000001,0.32516,63.46,1
89.16,62.2,2.6,16.1,0.646,51.34,0.30274,57.68,0
89.97,83.16,4.0,22.7,0.38,82.59,0.14287,83.39,1
90.29,58.78,2.52,24.7,0.769,62.45,0.2751499999999999,64.05,1
82.97,72.78,3.24,20.4,0.377,66.565,0.250085,69.45,1
86.77,68.01,2.71,21.3,0.869,65.555,0.252225,69.85,1
67.31,54.62,2.59,15.3,0.601,50.505,0.415385,58.58,0
94.83,57.79,2.92,26.0,0.917,58.675,0.271285,61.82,1
91.84,58.89,2.81,22.3,0.383,55.385,0.289815,61.41,1
83.2,46.14,2.55,12.4,0.883,49.3,0.3808799999999999,58.58,0
76.44,64.81,2.83,21.6,0.6519999999999999,63.30500000000001,0.309895,68.1,1
65.36,80.3,3.24,28.4,0.297,74.00999999999999,0.27563,77.22,1
65.34,59.58,2.16,25.3,0.765,58.135,0.3854949999999999,62.68,1
74.79,53.1,2.81,27.7,0.841,63.155,0.3520749999999999,63.23,1
69.08,64.31,3.0,24.9,0.737,70.355,0.319685,66.03,1
94.31,66.52,3.24,28.0,0.249,66.575,0.2234749999999999,74.0,1
86.96,45.08,2.58,24.0,0.523,61.125,0.333545,62.21,1
95.78,57.73,2.42,23.6,0.738,57.335,0.271685,63.59,1
68.91,73.1,3.33,27.5,0.6599999999999999,64.99,0.3100900000000001,70.07,1
88.26,67.41,2.99,27.8,0.399,70.575,0.233005,71.46,1
70.4,58.84,2.5,23.0,0.956,52.05,0.3857299999999999,53.93,0
89.97,70.59,3.16,21.6,0.987,69.68,0.2193099999999999,68.78,1
94.91,79.97,3.12,26.7,0.318,74.7,0.15635,82.33,1
87.25,54.18,3.44,23.8,0.434,68.475,0.283035,69.0,1
71.92,63.85,2.68,19.4,0.198,53.835,0.3592649999999999,62.53,1
97.58,66.84,3.36,30.2,0.1169999999999999,77.9,0.17546,73.34,1
96.78,64.85,2.97,20.3,0.5519999999999999,62.47,0.23092,65.34,1
71.35,74.07,2.93,25.4,0.575,71.475,0.2779650000000001,65.15,1
86.97,70.61,3.71,27.0,0.172,79.22999999999999,0.2026,75.99,1
71.98,64.76,3.61,22.2,0.722,62.93000000000001,0.3290099999999999,64.96,1
88.19,68.91,2.88,28.6,0.357,64.14,0.2480899999999999,71.02,1
92.6,65.45,3.51,26.5,0.133,72.62,0.21539,71.51,1
75.13,64.18,2.6,17.3,0.959,63.055,0.317775,59.84,0
87.8,60.74,2.07,16.4,0.38,64.39,0.27341,62.7,1
83.59,55.24,2.61,21.4,0.294,59.24,0.3222,60.16,1
65.47,94.50125,4.0,24.9,0.404,86.84,0.1940962499999999,83.1,1
96.89,51.08,2.72,22.7,0.567,64.745,0.2649649999999999,62.08,1
97.87,78.72,3.28,26.2,0.919,72.185,0.1558049999999999,72.65,1
91.95,58.76,3.2,19.9,0.101,58.89,0.27925,66.28,1
91.23,54.9,2.22,18.2,0.73,60.725,0.288205,59.98,0
97.33,56.83,2.58,15.5,0.161,52.34,0.28317,59.57,0
73.12,76.78,3.23,29.7,0.21,72.41499999999999,0.259935,71.78,1
92.51,56.36,2.42,15.3,0.194,58.7,0.28478,65.36,1
77.42,54.63,2.61,14.6,0.995,50.155,0.375965,57.4,0
75.98,68.3,3.36,24.8,0.929,69.58000000000001,0.2824399999999999,66.41,1
85.84,69.93,2.71,28.3,0.408,59.375,0.2687249999999999,68.08,1
72.11,63.71,2.71,27.0,0.224,56.075,0.352205,65.92,1
84.52,51.7,2.42,22.6,0.497,58.33,0.33183,58.17,0
80.37,60.79,3.28,21.9,0.6839999999999999,67.28,0.2943099999999999,66.35,1
97.57,51.11,2.49,20.4,0.149,59.815,0.276945,57.08,0
72.26,65.02,2.69,27.1,0.515,71.455,0.301535,67.57,1
72.88,53.53,2.65,21.7,0.8630000000000001,55.03,0.3828,60.6,1
70.29,66.11,3.05,26.5,0.208,65.925,0.322735,73.86,1
90.89,42.51,2.0,19.2,0.179,41.6,0.38411,52.85,0
65.16,38.05,2.0,14.3,0.108,40.94125,0.50238625,43.84875,0
77.19,63.86,2.28,16.5,0.353,64.95,0.30481,62.07,1
81.21,50.84,2.77,15.4,0.946,57.92,0.3488799999999999,60.78,1
74.59,67.3,2.8,28.4,0.252,62.045,0.313605,66.82,1
97.81,48.9,2.23,17.6,0.947,54.56999999999999,0.29835,60.28,1
72.4,83.44,3.44,24.2,0.102,75.805,0.2326649999999999,77.32,1
79.78,82.63,4.0,23.1,0.388,77.21000000000001,0.2013599999999999,78.09,1
80.92,45.53,2.76,18.8,0.362,43.91,0.408,51.35,0
75.9,37.93,2.99,22.7,0.645,54.425,0.4193349999999999,55.84,0
66.46,54.97,2.88,24.3,0.1639999999999999,59.625,0.390375,61.13,1
75.25,50.11,2.6,17.7,0.8779999999999999,44.945,0.4138349999999999,51.74,0
89.86,62.3,2.2,25.5,0.38,54.035,0.291555,66.6,1
91.25,57.89,2.76,17.9,0.8779999999999999,72.995,0.2423449999999999,61.47,1
94.6,45.19,2.87,20.1,0.217,63.39,0.29586,57.09,0
99.99,70.55,3.16,21.0,0.8800000000000001,71.65,0.17344,65.58,1
94.35,68.84,2.79,25.8,0.259,62.705,0.227965,68.62,1
66.71,53.82,2.0,13.9,0.843,47.825,0.4282249999999999,49.04,0
74.7,60.69,2.09,20.1,0.519,48.265,0.374335,54.57,0
69.28,66.0,3.08,27.6,0.465,69.265,0.3170849999999999,62.77,1
93.19,71.09,3.24,18.0,0.348,66.6,0.21417,70.46,1
82.67,56.92,2.4,18.0,0.253,50.625,0.3466849999999999,58.02,0
97.28,56.47,2.78,16.9,0.1,61.71000000000001,0.2563399999999999,69.34,1
72.47,44.61,2.2,22.7,0.602,55.315,0.410345,53.75,0
65.36,58.27,2.72,23.4,0.7769999999999999,66.25999999999999,0.36497,66.92,1
82.76,75.42,3.05,28.8,0.273,82.08,0.1964599999999999,80.95,1
74.04,72.46,3.84,29.4,0.788,77.265,0.254665,68.93,1
99.69,67.76,3.05,25.7,0.225,64.58,0.2042199999999999,70.29,1
82.91,51.39,2.8,18.8,0.937,60.17,0.33368,60.0,1
89.99,68.02,2.94,21.2,0.377,66.905,0.235265,69.75,1
65.05,65.62,2.0,24.8,0.16,51.27,0.38913,55.7,0
88.69,64.1,2.93,18.0,0.366,61.11,0.26961,62.75,1
77.76,70.94,3.12,26.4,0.2799999999999999,71.49,0.2616699999999999,69.82,1
71.37,74.16,3.8,29.8,0.8619999999999999,75.19999999999999,0.26644,78.36,1
87.37,84.03,3.75,26.2,0.949,83.955,0.1465649999999999,80.43,1
67.16,60.05,2.88,20.8,0.213,59.02,0.37415,59.71,0
70.61,51.97,2.23,13.4,0.4269999999999999,46.495000000000005,0.4221649999999999,49.03,0
80.2,76.13,3.61,28.1,0.186,68.095,0.246525,75.57,1
99.31,87.09,4.0,30.1,0.298,81.53,0.0968999999999999,84.23,1
76.67,62.57,2.33,17.0,0.947,54.875,0.340985,56.76,0
80.4,81.62,3.11,28.2,0.736,76.775,0.2032149999999999,71.64,1
84.24,55.89,2.04,13.7,0.961,59.045,0.3182349999999999,58.01,0
87.44,42.76,2.82,17.5,0.875,60.455,0.340595,55.17,0
67.48,50.91,3.35,21.7,0.98,56.445,0.408015,58.18,0
94.7,64.15,2.78,25.1,0.923,60.605,0.2469349999999999,69.45,1
81.33,70.27,3.08,25.4,0.575,58.455,0.288505,58.99,0
89.08,61.49,3.54,22.7,0.491,64.6,0.26541,68.69,1
91.34,73.35,2.5,20.8,0.289,66.80000000000001,0.2141899999999999,68.46,1
85.48,57.56,3.16,28.0,0.985,63.34,0.29538,60.05,1
69.74,75.92,3.69,30.0,0.161,82.15,0.24683,77.65,1
87.15,59.88,2.94,16.3,0.638,56.8,0.3013599999999999,64.04,1
77.04,45.47,2.8,17.5,0.183,59.8,0.3760299999999999,64.05,1
98.29,50.48,2.46,15.4,0.241,57.205,0.2837849999999999,59.69,0
81.4,69.74,2.96,20.3,0.76,69.255,0.257415,67.68,1
90.91,63.78,2.51,15.4,0.125,66.46000000000001,0.24564,61.43,1
73.76,54.42,2.39,21.4,0.583,48.52,0.39614,51.1,0
76.77,52.02,2.93,23.0,0.131,53.855,0.375295,55.6,0
96.93,56.0,2.7,26.7,0.3319999999999999,66.845,0.243745,71.17,1
86.26,59.37,2.82,27.3,0.516,63.92,0.28509,62.63,1
85.53,76.16,3.4,27.8,0.799,72.86,0.21082,70.0,1
83.97,59.56,2.52,18.0,0.558,53.290000000000006,0.3255699999999999,59.51,0
92.46,85.77,3.55,23.3,0.437,72.59,0.15508,73.69,1
94.19,68.09,3.33,23.4,0.7110000000000001,68.42500000000001,0.2136949999999999,66.62,1
99.4,33.71125000000001,2.0,13.2,0.6799999999999999,41.815,0.37582125,49.73,0
75.75,71.39,2.5,28.3,0.321,62.685,0.294775,74.77,1
66.8,60.74,3.2,27.9,0.5740000000000001,73.595,0.329795,66.56,1
79.25,52.98,2.67,24.1,0.1679999999999999,58.535,0.348455,62.51,1
67.43,58.63,3.18,18.8,0.8710000000000001,60.85,0.3718399999999999,58.03,0
94.66,52.98,2.23,20.7,0.132,54.14,0.3,63.14,1
90.76,78.22,2.94,20.4,0.156,66.11,0.2039699999999999,78.01,1
82.72,48.9,2.79,17.0,0.844,55.855,0.354855,58.18,0
91.61,83.76,4.0,21.4,0.469,89.455,0.1139149999999999,85.2,1
73.27,64.68,2.91,27.7,0.963,63.775,0.321555,62.61,1
81.11,82.88,4.0,22.5,0.999,70.11500000000001,0.216575,74.21,1
86.71,33.71125000000001,2.17,19.9,0.756,43.075,0.4228012499999999,52.2,0
87.8,69.22,2.44,17.5,0.683,70.795,0.228755,70.62,1
89.43,45.83,2.57,24.7,0.1169999999999999,53.955,0.342925,60.79,1
65.76,67.12,2.97,20.6,0.725,60.975,0.3526749999999999,56.85,0
82.82,65.23,2.99,28.7,0.509,64.38,0.27989,72.08,1
88.41,58.81,2.81,21.2,0.7769999999999999,65.83500000000001,0.272425,65.66,1
84.5,56.17,3.18,21.5,0.915,55.48,0.32705,61.29,1
83.96,68.63,3.37,26.8,0.111,76.9,0.22757,69.21,1
82.17,42.55,2.64,15.7,0.624,48.11,0.39934,53.11,0
95.13,54.83,2.0,20.9,0.462,44.785,0.320635,60.21,1
90.3,88.03,3.24,28.8,0.239,73.235,0.155005,80.45,1
91.1,70.29,3.14,25.2,0.1669999999999999,68.975,0.217805,74.75,1
81.59,62.29,2.58,17.0,0.192,59.99,0.3068,60.73,1
85.49,67.93,2.54,27.5,0.661,61.42,0.2699899999999999,66.59,1
99.67,54.91,2.77,21.6,0.8320000000000001,60.815,0.254145,65.22,1
85.97,53.27,3.3,24.5,0.4269999999999999,73.05,0.27716,68.66,1
66.51,83.02,3.25,26.8,0.267,75.75999999999999,0.25762,75.19,1
99.41,74.78,2.99,17.2,0.422,69.97,0.16811,66.2,1
89.24,64.92,2.56,19.9,0.146,57.935,0.2744749999999999,62.8,1
73.44,58.61,2.62,28.0,0.587,65.82,0.33295,64.77,1
81.8,53.49,2.26,20.7,0.2759999999999999,58.005,0.338315,65.27,1
98.94,72.93,3.19,28.4,0.78,69.125,0.1780749999999999,78.6,1
99.09,79.13,3.11,26.6,0.784,79.845,0.126715,78.74,1
77.14,60.01,2.56,18.8,0.968,63.145,0.321975,57.91,0
89.74,48.39,2.65,23.8,0.365,46.91,0.35514,64.16,1
92.92,82.96,4.0,25.5,0.563,83.995,0.1274549999999999,77.3,1
73.09,61.45,2.33,21.6,0.433,57.23,0.3515999999999999,61.2,1
89.41,67.57,3.46,24.3,0.554,76.755,0.209385,71.79,1
86.13,64.61,2.86,24.6,0.772,64.635,0.2677449999999999,61.31,1
69.36,72.58,3.77,22.2,0.882,75.255,0.279055,67.48,1
84.66,67.83,2.4,21.6,0.6519999999999999,52.38,0.30073,61.29,1
90.49,44.13,2.09,25.4,0.5549999999999999,58.05,0.3315000000000001,59.34,0
76.31,48.13,2.15,22.9,0.764,53.51,0.38984,53.91,0
68.49,33.71125000000001,2.79,24.2,0.37,48.55,0.4792562499999999,48.7,0
82.53,71.27,3.51,22.0,0.119,74.145,0.233635,73.44,1
77.08,68.23,3.03,22.4,0.693,70.34,0.27597,65.62,1
88.55,88.43,4.0,25.8,0.244,78.815,0.144065,84.64,1
88.97,54.45,2.76,17.5,0.4519999999999999,59.685,0.3017149999999999,62.62,1
78.16,57.03,2.24,13.9,0.441,58.645,0.340335,61.49,1
96.7,59.17,2.95,18.7,0.492,62.47,0.2482799999999999,65.16,1
73.28,69.78,3.71,21.9,0.3299999999999999,77.325,0.265565,71.31,1
96.64,69.87,3.44,22.6,0.5940000000000001,77.805,0.1704149999999999,72.45,1
72.37,66.74,2.77,23.3,0.323,72.81,0.2918699999999999,69.37,1
71.88,71.94,3.11,20.6,0.344,68.28999999999999,0.29179,74.34,1
91.63,74.99,4.0,31.5,0.258,80.43,0.16722,76.2,1
66.16,63.19,3.41,21.9,0.6799999999999999,67.67,0.34278,65.19,1
75.69,62.77,3.0,16.5,0.284,59.73,0.32974,64.78,1
77.86,59.96,2.29,20.0,0.827,50.94,0.35586,54.49,0
87.0,52.16,3.15,26.9,0.917,57.07,0.32431,61.06,1
85.27,74.88,3.27,28.6,0.384,70.91,0.22155,76.9,1
89.54,92.4,3.98,22.7,0.897,88.89,0.0979699999999999,85.03,1
76.37,79.03,3.34,21.6,0.487,79.405,0.219215,71.96,1
78.96,71.16,3.19,19.0,0.995,74.35499999999999,0.247615,69.76,1
79.35,67.44,3.36,29.9,0.794,67.275,0.278455,71.6,1
79.0,69.1,3.36,26.5,0.64,61.275,0.292875,65.88,1
94.95,57.36,2.87,26.4,0.1149999999999999,62.620000000000005,0.2602599999999999,74.72,1
80.54,61.24,2.92,16.6,0.741,63.08,0.30488,55.66,0
67.5,63.9,2.39,15.9,0.743,55.255,0.372535,54.25,0
90.17,60.16,2.98,25.9,0.296,57.825,0.285365,68.83,1
94.55,45.84,2.68,12.9,0.476,50.6,0.33248,58.26,0
91.08,46.16,2.15,23.4,0.4639999999999999,50.870000000000005,0.34459,56.36,0
92.12,55.64,2.08,12.7,0.3299999999999999,54.7,0.3005,58.74,0
95.19,68.08,3.54,29.7,0.943,74.16,0.19252,74.28,1
90.97,61.86,2.89,23.7,0.428,63.43000000000001,0.26025,68.27,1
96.23,60.19,2.66,15.8,0.1709999999999999,55.935,0.2667049999999999,64.57,1
78.64,54.05,2.96,24.4,0.493,54.665,0.359295,59.0,0
75.65,58.65,3.09,19.6,0.818,63.45,0.3311,60.64,1
70.43,53.68,2.89,18.5,0.6679999999999999,59.855,0.377675,61.2,1
71.75,73.75,3.31,24.0,0.507,78.10499999999999,0.257435,74.44,1
65.5,59.66,3.11,26.7,0.622,59.335,0.381015,63.62,1
81.2,81.2,2.92,20.0,0.91,74.595,0.207815,67.5,1
84.16,65.76,3.27,19.1,0.313,62.56,0.2784,70.41,1
82.23,63.95,2.65,25.8,0.437,68.79499999999999,0.272845,70.84,1
93.22,94.50125,3.68,27.6,0.71,92.991875,0.064640625,87.97875000000002,1
75.92,63.58,3.35,26.3,0.911,64.11,0.31325,60.09,1
73.25,79.35,2.62,20.3,0.474,61.41,0.28472,64.28,1
79.7,55.99,2.69,22.8,0.147,47.015,0.3721849999999999,55.06,0
91.92,67.98,2.87,19.4,0.659,75.995,0.2003949999999999,74.77,1
78.51,62.1,2.71,23.3,0.301,58.68000000000001,0.3236199999999999,61.88,1
92.35,47.92,2.0,19.5,0.833,51.265,0.333045,51.72,0
66.12,65.74,2.74,19.9,0.8380000000000001,57.78,0.3649599999999999,59.87,0
98.69,61.52,2.65,22.6,0.558,64.2,0.22808,70.89,1
65.34,48.41,2.64,23.0,0.773,50.655,0.4414449999999999,56.24,0
77.84,57.37,2.66,16.4,0.4389999999999999,52.715,0.3583849999999999,56.61,0
88.37,79.21,3.98,21.6,0.375,81.99,0.16292,78.59,1
82.16,73.77,3.01,28.0,0.995,71.255,0.236285,74.01,1
97.98,48.86,2.61,26.2,0.258,61.290000000000006,0.2776299999999999,63.21,1
76.14,64.58,3.47,28.8,0.358,70.52000000000001,0.2901399999999999,65.27,1
94.71,44.65,2.64,17.7,0.376,44.365625,0.354113125,53.54,0
88.44,68.66,3.08,22.6,0.584,72.455,0.222895,68.27,1
76.25,81.4,3.22,29.7,0.233,70.375,0.2396749999999999,75.52,1
73.8,70.69,2.93,26.9,0.952,67.285,0.290875,66.16,1
97.35,67.25,3.02,16.9,0.416,65.625,0.211975,72.31,1
78.77,66.11,2.85,22.9,0.272,57.405,0.314375,60.77,1
69.39,74.73,4.0,28.8,0.616,83.15,0.2488,73.29,1
99.2,76.17,3.21,24.3,0.151,70.87,0.1620799999999999,69.12,1
74.79,62.89,2.98,20.1,0.2,65.175,0.3166449999999999,65.65,1
86.91,47.87,2.71,21.3,0.109,50.15,0.3583,59.37,0
74.85,69.37,2.62,22.2,0.8779999999999999,65.975,0.2945650000000001,65.02,1
76.57,41.06,2.0,14.2,0.611,50.25,0.41979,48.91,0
83.64,56.28,2.47,15.3,0.714,50.84,0.34408,54.72,0
88.24,52.49,2.22,24.7,0.665,55.325,0.3235949999999999,58.87,0
78.3,58.0,2.81,19.6,0.433,54.58,0.34906,55.8,0
74.82,63.03,3.35,27.5,0.967,59.215,0.333985,61.17,1
91.96,64.25,2.92,29.5,0.762,66.50999999999999,0.23988,63.89,1
93.92,89.29,3.8,23.0,0.861,71.83500000000001,0.1409449999999999,76.12,1
93.12,70.07,3.17,25.2,0.78,67.52000000000001,0.2147499999999999,66.91,1
90.13,62.37,2.49,27.0,0.744,58.43,0.27708,70.97,1
85.74,76.11,3.18,21.1,0.1639999999999999,75.63,0.20182,77.19,1
80.31,71.94,3.48,22.5,0.606,65.885,0.265285,64.94,1
92.9,62.18,2.56,23.8,0.299,62.72,0.2537,70.77,1
74.32,54.33,2.22,17.9,0.128,57.36,0.36765,59.71,0
91.39,65.44,3.11,22.5,0.99,67.255,0.236355,62.23,1
81.74,62.7,3.02,21.1,0.268,67.37,0.28283,70.34,1
90.8,56.29,3.2,16.2,0.925,67.115,0.266585,65.97,1
66.64,75.75,2.89,20.9,0.648,70.5,0.29469,64.63,1
77.39,43.35,2.77,20.1,0.876,49.010000000000005,0.41336,53.1,0
78.84,64.9,3.05,19.4,0.102,74.17,0.2674299999999999,79.29,1
84.45,74.04,3.14,30.5,0.8140000000000001,75.055,0.2149149999999999,74.38,1
94.22,57.46,3.15,18.2,0.624,57.0,0.27974,58.97,0
66.54,58.86,2.47,25.1,0.982,62.775,0.3689349999999999,62.11,1
91.41,57.04,3.21,18.5,0.534,61.85,0.27769,55.3,0
92.48,42.03,2.3,16.2,0.2029999999999999,57.69,0.33092,61.22,1
95.04,66.89,2.94,27.7,0.375,59.59,0.2404,70.46,1
83.53,83.48,4.0,27.0,0.572,79.555,0.176775,75.9,1
74.23,49.55,2.83,21.4,0.8640000000000001,62.065,0.368235,54.93,0
74.71,50.86,3.15,25.6,0.745,60.135000000000005,0.368175,62.58,1
85.81,58.25,2.67,17.2,0.649,75.545,0.255375,66.22,1
80.96,66.6,2.59,21.5,0.829,73.24000000000001,0.25664,66.11,1
78.51,59.44,2.51,20.3,0.54,49.38,0.3594999999999999,59.57,0
72.81,55.04,2.09,22.3,0.762,54.08,0.3814,57.7,0
80.68,56.47,2.77,22.5,0.784,55.725,0.3406949999999999,60.31,1
93.62,58.87,2.86,16.0,0.4469999999999999,66.755,0.248645,60.28,1
67.84,75.73,2.71,19.7,0.384,59.135,0.3240449999999999,66.86,1
80.49,62.05,3.36,19.0,0.302,59.375,0.313765,62.19,1
89.28,81.73,3.13,30.2,0.757,75.19,0.17212,72.72,1
89.17,60.22,2.8,21.3,0.881,55.55,0.29601,65.09,1
93.79,73.61,3.1,29.4,0.533,69.64,0.1950899999999999,76.89,1
72.6,54.51,2.78,23.0,0.5860000000000001,61.02,0.36301,62.87,1
94.93,60.66,2.31,14.9,0.8320000000000001,60.91,0.2555699999999999,56.2,0
71.47,76.41,3.04,22.0,0.1169999999999999,63.435,0.294585,73.21,1
86.49,48.77,2.74,13.1,0.358,53.705,0.346615,57.02,0
98.14,50.55,2.26,20.9,0.974,52.725,0.2976149999999999,57.3,0
83.04,59.45,2.34,26.6,0.13,55.25,0.3237399999999999,66.56,1
86.11,65.18,3.07,30.0,0.275,69.86,0.25044,75.04,1
97.19,82.02,3.18,20.1,0.979,67.31,0.16325,71.04,1
83.07,69.42,3.43,27.8,0.592,66.75,0.25921,69.84,1
76.03,58.54,3.1,21.2,0.103,59.26,0.3424799999999999,67.45,1
81.15,68.54,3.1,21.9,0.495,70.83,0.2572899999999999,73.01,1
75.37,56.18,3.38,23.7,0.1389999999999999,63.075,0.340755,63.86,1
86.79,54.03,2.52,27.3,0.954,63.905,0.2990349999999999,66.82,1
87.0,58.64,3.2,19.6,0.414,68.38,0.27094,67.87,1
93.46,53.65,2.2,20.6,0.1159999999999999,58.94,0.28839,66.99,1
68.89,87.28,3.91,27.8,0.91,87.08125,0.20135625,74.71,1
81.91,67.84,3.16,19.0,0.621,68.515,0.2632949999999999,63.95,1
74.09,77.35,4.0,23.1,0.7030000000000001,82.58500000000001,0.2238349999999999,74.89,1
71.34,68.05,3.28,30.0,0.806,73.36,0.29041,70.33,1
65.86,59.75,3.33,19.2,0.722,49.38,0.40917,52.32,0
94.35,65.65,2.84,19.3,0.1379999999999999,65.955,0.227785,69.93,1
94.0,69.38,2.93,23.9,0.995,68.965,0.208965,67.87,1
82.26,81.86,3.37,29.0,0.25,77.72,0.1922199999999999,79.49,1
94.8,65.21,2.52,21.4,0.8699999999999999,55.53,0.25858,59.79,0
84.25,61.56,3.18,23.5,0.53,64.565,0.2846249999999999,68.49,1
93.14,89.45,4.0,28.3,0.492,88.13,0.0947,87.97875000000002,1
87.95,73.27,3.3,25.8,0.253,74.715,0.2042449999999999,76.63,1
73.89,57.62,2.97,21.5,0.954,55.23,0.36589,57.91,0
95.36,77.23,3.3,20.5,0.94,79.28999999999999,0.149,77.84,1
85.91,77.61,2.73,28.1,0.7,68.875,0.216905,74.84,1
80.07,63.02,2.94,21.0,0.968,65.72999999999999,0.29347,64.09,1
65.42,64.8,3.25,24.5,0.549,72.03999999999999,0.3278,68.91,1
74.36,69.36,3.41,25.2,0.725,76.515,0.264935,70.3,1
78.7,68.18,3.04,29.2,0.607,63.225,0.290985,67.18,1
90.16,72.45,2.95,19.6,0.82,67.485,0.219555,68.91,1
96.27,52.26,3.36,18.2,0.597,67.735,0.254935,58.13,0
85.52,64.28,2.83,23.9,0.1139999999999999,61.975,0.279155,67.3,1
80.49,65.01,3.52,27.0,0.6849999999999999,61.150000000000006,0.2995599999999999,61.56,1
66.35,70.38,2.83,26.6,0.529,67.11,0.32213,72.03,1
93.16,71.54,3.15,18.2,0.475,75.465,0.1863449999999999,74.54,1
75.82,66.15,3.24,28.4,0.6799999999999999,68.28999999999999,0.2934,66.8,1
80.34,67.82,2.6,27.6,0.423,52.89,0.31651,61.35,1
76.32,57.92,3.18,27.4,0.424,63.885000000000005,0.3293049999999999,68.83,1
75.19,69.18,3.52,28.7,0.782,59.365,0.3136049999999999,65.1,1
77.31,55.1,2.72,21.7,0.8390000000000001,55.22,0.3597999999999999,54.86,0
85.66,66.75,2.52,20.1,0.733,64.79499999999999,0.2627250000000001,67.41,1
68.16,51.21,2.51,15.3,0.361,55.595,0.406945,51.01,0
